2016-11-23 14:22:18 INFO  log4jExample:38 - Hello this is an info message
2016-11-23 14:22:18 ERROR log4jExample:39 - mmmmmmmmmmmmmmmmmmmmm
2016-11-23 14:22:27 INFO  log4jExample:38 - Hello this is an info message
2016-11-23 14:22:27 ERROR log4jExample:39 - mmmmmmmmmmmmmmmmmmmmm
2016-11-26 08:54:50 INFO  ThreadDemo:25 - Intiating thread
2016-11-26 08:54:50 INFO  ThreadDemo:29 - thread started
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:46 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
2016-11-26 08:54:50 INFO  ThreadDemo:31 - thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:Intiating thread
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread started
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-Thread-0--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
=2016-11-26-main--INFO -Threading.JavaWorldThreadingCore.Part1.ThreadDemo:thread in loop
